12.05,16:55,Counter-Strike. LB League,Heroic,Gambit Youngsters,П1,1.4,П2,2.72
18.05,20:00,Counter-Strike. Hellcase Cup,Endpoint,S-Gaming,П1,1.12,П2,5.3
18.05,23:00,Counter-Strike. Hellcase Cup,Syman,LDLC,П1,1.3,П2,3.2
25.05,20:00,Counter-Strike. Hellcase Cup,Sprout,Excellency,П1,1.19,П2,4.15
25.05,23:00,Counter-Strike. Hellcase Cup,Gambit Youngsters,pro100,П1,2.0,П2,1.72
01.06,20:00,Counter-Strike. Hellcase Cup,SKADE,Sinners,П1,1.33,П2,3.03
01.06,20:00,Counter-Strike. Hellcase Cup,Team Secret,Nemiga,П1,1.83,П2,1.87
08.06,20:00,Counter-Strike. Hellcase Cup,Winstrike,Natus Vincere Junior,П1,1.28,П2,3.3
08.06,23:00,Counter-Strike. Hellcase Cup,japaleno,Hard Legion Esports,П1,1.83,П2,1.87
12.05,19:00,Counter-Strike. SECTOR:MOSTBET,Espada,Pompa Team,П1,1.24,П2,3.6
12.05,22:30,Counter-Strike. SECTOR:MOSTBET,LDLC,Natus Vincere Junior,П1,1.55,П2,2.3
12.05,23:15,Counter-Strike. ESL Meisterschaft,TKA E-Sports,touch the crown,П1,2.3,П2,1.55
12.05,23:15,Counter-Strike. ESL Meisterschaft,Cowana,ZeroSeven Gera eSports,П1,1.2,П2,4.0
12.05,23:15,Counter-Strike. ESL Meisterschaft,Planetkey Dynamics,Team SkinBaron,П1,1.4,П2,2.72
12.05,23:15,Counter-Strike. ESL Meisterschaft,DIVIZON,epikk esports,П1,2.55,П2,1.45
12.05,20:30,Counter-Strike. ESL One. Road to Rio,Fnatic,Movistar Riders,П1,1.22,П2,3.83
12.05,20:30,Counter-Strike. ESL One. Road to Rio,Vitality,GODSENT,П1,1.37,П2,2.85
13.05,00:00,Counter-Strike. ESL One. Road to Rio,Heretics,North,П1,1.62,П2,2.15
13.05,20:30,Counter-Strike. ESL One. Road to Rio,Astralis,G2,П1,1.3,П2,3.2
14.05,00:00,Counter-Strike. ESL One. Road to Rio,Ninjas in Pyjamas,FaZe,П1,2.11,П2,1.65
19.05,18:00,Counter-Strike. DreamHack Masters,Astralis,Heroic,П1,1.1,П2,5.8
19.05,21:30,Counter-Strike. DreamHack Masters,G2 Esports,North,П1,1.23,П2,3.7
22.05,18:00,Counter-Strike. DreamHack Masters,Mousesports,Complexity,П1,1.4,П2,2.72
22.05,21:30,Counter-Strike. DreamHack Masters,MAD Lions,BIG,П1,1.52,П2,2.36
25.05,18:00,Counter-Strike. DreamHack Masters,Fnatic,Team Spirit,П1,1.31,П2,3.15
25.05,21:30,Counter-Strike. DreamHack Masters,Faze Clan,Godsent,П1,1.37,П2,2.85
28.05,18:00,Counter-Strike. DreamHack Masters,Vitality,Ninjas In Pyjamas,П1,1.83,П2,1.87
28.05,21:30,Counter-Strike. DreamHack Masters,Natus Vincere,ENCE eSports,П1,1.27,П2,3.4
20.05,01:10,Counter-Strike. DreamHack Masters,Team Liquid,Bad News Bears,П1,1.11,П2,5.55
21.05,01:10,Counter-Strike. DreamHack Masters,MIBR,FURIA,П1,2.2,П2,1.6
26.05,01:10,Counter-Strike. DreamHack Masters,Evil Geniuses,Cloud9,П1,1.3,П2,3.2
27.05,01:10,Counter-Strike. DreamHack Masters,100 Thieves,Gen.G,П1,1.67,П2,2.07
03.06,14:00,Counter-Strike. DreamHack Masters,Order,AVANT,П1,2.13,П2,1.63
03.06,17:30,Counter-Strike. DreamHack Masters,Renegades,Chiefs Esports Club,П1,1.12,П2,5.3
02.06,16:00,Counter-Strike. DreamHack Masters,TyLoo,Beyond Esports,П1,1.19,П2,4.15
02.06,19:30,Counter-Strike. DreamHack Masters,ViCi Gaming,Lucid Dream,П1,1.37,П2,2.85
12.05,21:00,Counter-Strike.BLAST Rising.,AGO,HAVU Gaming,П1,2.72,П2,1.4
12.05,22:15,Counter-Strike.BLAST Rising.,Giants,Nordavind,П1,2.9,П2,1.35
12.05,23:30,Counter-Strike.BLAST Rising.,Nordavind,HAVU Gaming,П1,2.9,П2,1.35
13.05,00:45,Counter-Strike.BLAST Rising.,Giants,AGO,П1,2.52,П2,1.46
13.05,02:00,Counter-Strike.BLAST Rising.,HAVU Gaming,Giants,П1,1.3,П2,3.2
13.05,03:15,Counter-Strike.BLAST Rising.,AGO,Nordavind,П1,2.38,П2,1.51
12.05,23:00,Counter-Strike. ESL Benelux Championship.,Tenerife Titans,Sateliti,П1,1.16,П2,4.5
13.05,00:00,Counter-Strike. ESL Benelux Championship.,myNEC,LAMIF,П1,2.38,П2,1.51
13.05,01:00,Counter-Strike. ESL Benelux Championship.,One One,FWRD,П1,2.9,П2,1.35
13.05,02:00,Counter-Strike. ESL Benelux Championship.,Reunie,Sector One,П1,1.72,П2,2.0
12.05,21:00,Counter-Strike. ESEA Premier Division. Европа.,GamerLegion,Nordavind,П1,2.72,П2,1.4
12.05,21:00,Counter-Strike. ESEA Premier Division. Европа.,PACT,Demolition Crew,П1,1.55,П2,2.3
12.05,22:00,Counter-Strike. ESEA Premier Division. Европа.,Nemiga,Team Singularity,П1,1.45,П2,2.55
12.05,22:00,Counter-Strike. ESEA Premier Division. Европа.,Endpoint,Sprout,П1,2.0,П2,1.72
12.05,23:00,Counter-Strike. ESEA Premier Division. Европа.,FATE,Demolition Crew,П1,1.65,П2,2.1
13.05,15:00,Dota 2. OGA Dota Pit,OG,HellRaisers,П1,1.65,П2,2.1
13.05,21:00,Dota 2. OGA Dota Pit,Team Secret,Virtus.Pro,П1,1.45,П2,2.55
14.05,00:00,Dota 2. OGA Dota Pit,Team Liquid,Ninjas in Pyjamas,П1,1.55,П2,2.3
14.05,18:00,Dota 2. OGA Dota Pit,ViKin.gg,The Alliance,П1,3.2,П2,1.3
14.05,21:00,Dota 2. OGA Dota Pit,Virtus.Pro,Ninjas in Pyjamas,П1,1.35,П2,2.95
15.05,00:00,Dota 2. OGA Dota Pit,Team Liquid,Team Spirit,П1,1.45,П2,2.55
12.05,15:00,Dota 2. Hephaestus Cup.,496 Gaming,LGD.international,П1,3.4,П2,1.27
12.05,17:00,Dota-2. WePlay! Pushka League. Плей-офф,VP.Prodigy,Team Liquid,П1,2.85,П2,1.37
12.05,18:00,Dota-2. Cyber Cup: Spring Series,T1,CR,П1,1.75,П2,1.95
12.05,23:00,Dota-2. Cyber Cup: Spring Series,OG Seed,Nemiga,П1,1.25,П2,3.55
12.05,14:50,Dota-2. ESL One Birmingham. Квалификация,Reality Rift,Flower Gaming,П1,1.25,П2,3.55
12.05,17:50,Dota-2. ESL One Birmingham. Квалификация,CDEC Gaming,StarLucK.Fly,П1,1.2,П2,4.0
12.05,17:50,Dota-2. ESL One Birmingham. Квалификация,Motivade.Trust Gaming,CR,П1,1.7,П2,2.03
12.05,18:30,Dota-2. Isolation Cup,KVP,FlyToMoon 2.0,П1,1.7,П2,2.03
12.05,21:00,Dota-2. Isolation Cup,CR4ZY,Nemiga,П1,1.75,П2,1.95
13.05,14:00,Dota-2. China Development League,IG Vitality,LGD.international,П1,1.9,П2,1.8
12.05,17:00,Dota 2. DPL-CDA Professional League,Invictus Gaming,Newbee,П1,1.28,П2,3.3
12.05,20:00,Dota 2. WePlay! Pushka League. Дивизион 2,Unique,ViKin.gg,П1,2.85,П2,1.37
12.05,15:00,Rainbow Six Siege. Six Masters.,Pittsburgh Knights,Kanga Esports,П1,1.57,П2,2.25
12.05,16:15,Rainbow Six Siege. Six Masters.,Kanga Esports,Pittsburgh Knights,П1,2.25,П2,1.57
13.05,05:00,Rainbow Six Siege. Six Masters.,Wildcard Gaming,LFO,П1,1.42,П2,2.65
13.05,16:15,Rainbow Six Siege. Six Masters.,LFO,Wildcard Gaming,П1,2.65,П2,1.42
13.05,17:30,Rainbow Six Siege. Six Masters.,Elevate,Team SiNister,П1,1.52,П2,2.35
13.05,18:45,Rainbow Six Siege. Six Masters.,Team SiNister,Elevate,П1,2.35,П2,1.52
12.05,17:30,Rainbow Six Siege. Six Masters.,Okami,Ferox E-Sports,П1,1.3,П2,3.2
12.05,18:45,Rainbow Six Siege. Six Masters.,Ferox E-Sports,Okami,П1,3.2,П2,1.3
13.05,03:00,LoL. Brazilian Challenger Circuit,Havan Liberty Gaming,Team One,П1,2.2,П2,1.6
12.05,15:00,KoG. King Pro league Global Tour,ROX Phoenix,ESG Gaming,П1,1.25,П2,3.6
13.05,12:00,KoG. King Pro league Global Tour,Mighty Tiger Gaming,Ghost Owl Gaming,П1,1.22,П2,3.8
